SUBSTATION_ID,SUBSTATION_NAME,DISPLAY NAME,CAPACITY,DC CAPACITY,STATE_NAME,ENERGY TYPE,SUBSTATION_TYPE,Band,Tag
SS01201,Badi_VH,Badi_VH,3.4,4,IN_RJ,SOLAR,INTRA_STATE,,
SS01202,Periyapatti_Solar,Periyapatti_Solar,55,78.81,IN_TN,SOLAR,INTRA_STATE,,
SS01203,Pathrota_10MW_OFISolar,Pathrota_10MW_OFISolar,10,11,IN_MP,SOLAR,INTRA_STATE,0.1,Daily
SS01204,Satpula_10MW_GCF,Satpula_10MW_GCF,10,11,IN_MP,SOLAR,INTRA_STATE,0.1,Daily
SS01205,Wadala,Wadala,15,16,IN_MH,SOLAR,INTRA_STATE,,
SS01206,Dafalapur,Dafalapur,10,10,IN_MH,WIND,INTRA_STATE,,
SS01207,Wai,Wai,20.1,20.1,IN_MH,WIND,INTRA_STATE,,
SS01209,Kot_Dharmu,Kot_Dharmu,20,21,IN_PB,SOLAR,INTRA_STATE,,
SS01210,Tahliyan,Tahliyan,10,10.5,IN_PB,SOLAR,INTRA_STATE,,
SS01212,VFJ,VFJ,10,11,IN_MP,SOLAR,INTRA_STATE,0.1,Daily
SS01213,Madhav_solar,Madhav_solar,2,2.1,IN_PB,SOLAR,INTRA_STATE,,
SS01214,Madhav_Solar_1,Madhav_Solar_1,2,2.1,IN_PB,SOLAR,INTRA_STATE,,
SS01215,Alike_Nextgen,Alike_Nextgen,1,1.05,IN_PB,SOLAR,INTRA_STATE,,
SS01216,Gurudev_Nagar,Gurudev_Nagar,50,75,IN_UP,SOLAR,INTRA_STATE,,
SS01217,Kombhalne_Bhageria,Kombhalne_Bhageria,49,64.456,IN_MH,SOLAR,INTRA_STATE,,
SS01218,Alike_Allianz,Alike_Allianz,2,2,IN_PB,SOLAR,INTRA_STATE,,
SS01219,Kombhalne_SJVN,Kombhalne_SJVN,47.6,47.6,IN_MH,WIND,INTRA_STATE,,
SS01220,Kombhalne,Kombhalne,96.6,112.056,IN_MH,HYBRID,INTRA_STATE,,
SS01221,Mohol,Mohol,10,10,IN_MH,SOLAR,INTRA_STATE,,
SS01222,Sangola,Sangola,11,12.09,IN_MH,SOLAR,INTRA_STATE,,
SS01223,Tippareddy_Gudem,Tippareddy_Gudem,4.5,5.074,IN_TG,SOLAR,INTRA_STATE,,
SS01224,Komatikundala_RCI,Komatikundala_RCI,20,20,IN_AP,WIND,INTRA_STATE,,
SS01225,Komatikundala_BW,Komatikundala_BW,4.25,4.25,IN_AP,WIND,INTRA_STATE,,
SS01226,Rama_Mandi,Rama_Mandi,19.04,25,IN_PB,SOLAR,INTRA_STATE,,
SS01227,Talwandi_Sabo,Talwandi_Sabo,12.92,15,IN_PB,SOLAR,INTRA_STATE,,
SS01228,Komatipalli,Komatipalli,2,2.15,IN_AP,SOLAR,INTRA_STATE,,
SS01230,P_D_Kote_Azure,P_D_Kote_Azure,10,11.58521,IN_KA,SOLAR,INTRA_STATE,,
SS01231,Hiriyur_Raj,Hiriyur_Raj,40,42.27285,IN_KA,SOLAR,INTRA_STATE,,
SS01232,Hiriyur_Photovoltaic,Hiriyur_Photovoltaic,40,42.02648,IN_KA,SOLAR,INTRA_STATE,,
SS01233,Hiriyur_Sunrise,Hiriyur_Sunrise,50,53.79968,IN_KA,SOLAR,INTRA_STATE,,
SS01234,Rangenhalli_Azure,Rangenhalli_Azure,10,10.062,IN_KA,SOLAR,INTRA_STATE,,
SS01235,Peda,Peda,1,1.05,IN_PB,SOLAR,INTRA_STATE,,
SS01236,Balluana,Balluana,100,112.83,IN_PB,SOLAR,INTRA_STATE,,
SS01237,Rama,Rama,20.04,26,IN_PB,SOLAR,INTRA_STATE,,
SS01238,Alike,Alike,28.2,34.323,IN_PB,SOLAR,INTRA_STATE,,
SS01239,Dhanora,Dhanora,5,5.75,IN_MH,SOLAR,INTRA_STATE,,
SS01240,Morgale_Atha,Solarcraft_Mahasolar_50,50,65,IN_MH,SOLAR,INTRA_STATE,,
SS01241,Gangakhed,Gangakhed,54,64.12,IN_MH,SOLAR,INTRA_STATE,,
SS01242,Jakson_NLC,Jakson_NLC,50,60,IN_TN,SOLAR,INTRA_STATE,,
SS01243,Jhansi,Jhansi,50,62.29,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01244,Bambarwadi_US,Bambarwadi_US,56.4,56.4,IN_MH,WIND,INTRA_STATE,,
SS01245,Ambheri_US,Ambheri_US,66.37,66.37,IN_MH,WIND,INTRA_STATE,,
SS01246,Boha_MGEPL,Boha_MGEPL,4,4.2,IN_PB,SOLAR,INTRA_STATE,,
SS01247,Boha_VGSPL,Boha_VGSPL,17.25,21.0056,IN_PB,SOLAR,INTRA_STATE,,
SS01248,Boha_VGSUPL,Boha_VGSUPL,18.36,21.0025,IN_PB,SOLAR,INTRA_STATE,,
SS01249,Boha,Boha,87.13,102.91,IN_PB,SOLAR,INTRA_STATE,,
SS01250,Ghani_Greenko,Ghani_Greenko,500,811.914,IN_AP,SOLAR,INTRA_STATE,,
SS01251,Pavagada_Greenko,Pavagada_Greenko,90,91.17465,IN_KA,SOLAR,INTRA_STATE,,
SS01252,Kakaravai,Kakaravai,5,5.5,IN_TG,SOLAR,INTRA_STATE,,
SS01253,Dhebewadi,Dhebewadi,5.76,5.76,IN_MH,WIND,INTRA_STATE,,
SS01254,KPTCL _Gokak,KPTCL _Gokak,20,27.37,IN_KA,SOLAR,INTRA_STATE,,
SS01255,KPTCL_Gadag_Solar,KPTCL_Gadag_Solar,20,27.01,IN_KA,SOLAR,INTRA_STATE,,
SS01256,KPTCL_Babaleshwar_Solar,KPTCL_Babaleshwar_Solar,20,27.66,IN_KA,SOLAR,INTRA_STATE,,
SS01257,KPTCL_Bailhongal,KPTCL_Bailhongal,20,26.55,IN_KA,SOLAR,INTRA_STATE,,
SS01258,KPTCL_Navalgund,KPTCL_Navalgund,20,27.08,IN_KA,SOLAR,INTRA_STATE,,
SS01259,KPTCL_Bilagi,KPTCL_Bilagi,20,26.6,IN_KA,SOLAR,INTRA_STATE,,
SS01267,KPTCL_Dastikoppa,KPTCL_Dastikoppa,20,26.8,IN_KA,SOLAR,INTRA_STATE,,
SS01270,JAISALMER_4NO_Suzlon,JAISALMER_4NO_Suzlon,28.2,28.2,IN_RJ,WIND,INTRA_STATE,,
SS01271,JAISALMER_4NO_RRB,JAISALMER_4NO_RRB,10.2,10.2,IN_RJ,WIND,INTRA_STATE,,
SS01273,AMARSAGAR_12No_RRB,AMARSAGAR_12No_RRB,36,36,IN_RJ,WIND,INTRA_STATE,,
SS01276,Bhandariya,Bhandariya,30,42.87,IN_GJ,SOLAR,INTRA_STATE,0.07,
SS01277,KGF_Bangarpete,KGF_Bangarpete,40,52,IN_KA,SOLAR,INTRA_STATE,,
SS01278,Gudibande,Gudibande,20,26,IN_KA,SOLAR,INTRA_STATE,,
SS01279,Arasikere,Arasikere,10,13,IN_KA,SOLAR,INTRA_STATE,,
SS01280,Chintamani,Chintamani,5,6.5,IN_KA,SOLAR,INTRA_STATE,,
SS01281,Panwari,Panwari,30,34,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01282,Hosahalli,Hosahalli,18.9,18.9,IN_KA,WIND,INTRA_STATE,,
SS01283,Hiriyur_Azure,Hiriyur_Azure,130,138,IN_KA,SOLAR,INTRA_STATE,,
SS01284,Lalitpur_Jackson,Lalitpur_Jackson,10,11.906,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01285,Arasinagundi,Arasinagundi,13.2,13.2,IN_KA,WIND,INTRA_STATE,,
SS01286,Anaburu,Anaburu,16.5,16.5,IN_KA,WIND,INTRA_STATE,,
SS01287,Tuppadahalli,Tuppadahalli,56.1,56.1,IN_KA,WIND,INTRA_STATE,,
SS01288,Bannur,Bannur,78,78,IN_KA,WIND,INTRA_STATE,,
SS01289,kanasar_Herambha_1,kanasar_Herambha_1,10,13.75,IN_RJ,SOLAR,INTRA_STATE,,
SS01290,kanasar_herambha_2,kanasar_herambha_2,10,13.75,IN_RJ,SOLAR,INTRA_STATE,,
SS01292,Chandgarh,Chandgarh,92,92,IN_MP,WIND,INTRA_STATE,,
SS01293,Kallur_40,Kallur_40,40,56.33,IN_KA,SOLAR,INTRA_STATE,,
SS01294,Kallur_10,Kallur_10,10,13.2,IN_KA,SOLAR,INTRA_STATE,,
SS01297,Alagapuri,Alagapuri,24.65,24.65,IN_TN,WIND,INTRA_STATE,,
SS01298,Ananthapuram,Ananthapuram,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01299,Angalakurichi,Angalakurichi,4.25,4.25,IN_TN,WIND,INTRA_STATE,,
SS01300,Anna_nagar_Gamesa,Anna_nagar_Gamesa,1.7,1.7,IN_TN,WIND,INTRA_STATE,,
SS01301,Aralvoimozhi,Aralvoimozhi,5.1,5.1,IN_TN,WIND,INTRA_STATE,,
SS01302,Chettikulam,Chettikulam,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01303,Chithambarapuram_Gamesa,Chithambarapuram_Gamesa,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01304,Elevanthi,Elevanthi,34,34,IN_TN,WIND,INTRA_STATE,,
SS01305,Eluppanagaram,Eluppanagaram,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01306,Gamesa_pudhurpalayam,Gamesa_pudhurpalayam,8.5,8.5,IN_TN,WIND,INTRA_STATE,,
SS01307,Gandamanur,Gandamanur,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01308,Gangaikondan,Gangaikondan,3.4,3.4,IN_TN,WIND,INTRA_STATE,,
SS01309,Gudimangalam_Gamesa,Gudimangalam_Gamesa,16.15,16.15,IN_TN,WIND,INTRA_STATE,,
SS01310,Irrukkanturai,Irrukkanturai,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01311,Kadamalaigundu,Kadamalaigundu,20.4,20.4,IN_TN,WIND,INTRA_STATE,,
SS01312,Karunkulam_Gamesa,Karunkulam_Gamesa,4.25,4.25,IN_TN,WIND,INTRA_STATE,,
SS01313,Kazhugumalai,Kazhugumalai,40.8,40.8,IN_TN,WIND,INTRA_STATE,,
SS01314,Kethanur,Kethanur,5.1,5.1,IN_TN,WIND,INTRA_STATE,,
SS01315,Kinathukadavu,Kinathukadavu,8.85,8.85,IN_TN,WIND,INTRA_STATE,,
SS01316,Kongalnagaram,Kongalnagaram,24.65,24.65,IN_TN,WIND,INTRA_STATE,,
SS01317,Koodankulam,Koodankulam,2.55,2.55,IN_TN,WIND,INTRA_STATE,,
SS01318,Kottamangalam,Kottamangalam,21.55,21.55,IN_TN,WIND,INTRA_STATE,,
SS01319,Maharajapuram_Gamesa,Maharajapuram,7.65,7.65,IN_TN,WIND,INTRA_STATE,,
SS01320,Malayankulam,Malayankulam,19.55,19.55,IN_TN,WIND,INTRA_STATE,,
SS01321,Manur_Gamesa,Manur,1.7,1.7,IN_TN,WIND,INTRA_STATE,,
SS01322,Moolanur,Moolanur,6.8,6.8,IN_TN,WIND,INTRA_STATE,,
SS01323,Navaladi,Navaladi,9.35,9.35,IN_TN,WIND,INTRA_STATE,,
SS01324,Negamam_Gamesa,Negamam,9.35,9.35,IN_TN,WIND,INTRA_STATE,,
SS01325,Palani,Palani,24.65,24.65,IN_TN,WIND,INTRA_STATE,,
SS01326,Palladam,Palladam,0.85,0.85,IN_TN,WIND,INTRA_STATE,,
SS01327,Pethappampatty,Pethappampatty,27.2,27.2,IN_TN,WIND,INTRA_STATE,,
SS01328,Ponnapuram_Gamesa,Ponnapuram,5.1,5.1,IN_TN,WIND,INTRA_STATE,,
SS01329,Pudhurpalayam,Pudhurpalayam,3.4,3.4,IN_TN,WIND,INTRA_STATE,,
SS01330,Ramnagar,Ramnagar,28,28,IN_TN,WIND,INTRA_STATE,,
SS01331,Rasipalayam,Rasipalayam,99.5,99.5,IN_TN,WIND,INTRA_STATE,,
SS01332,Sankaraperi,Sankaraperi,244,244,IN_TN,WIND,INTRA_STATE,,
SS01333,Srirangapuram,Srirangapuram,49.3,49.3,IN_TN,WIND,INTRA_STATE,,
SS01334,Thandayarkulam_Gamesa,Thandayarkulam,3.4,3.4,IN_TN,WIND,INTRA_STATE,,
SS01335,Uthumalai,Uthumalai,3.4,3.4,IN_TN,WIND,INTRA_STATE,,
SS01336,Veerasigamani,Veerasigamani,5.1,5.1,IN_TN,WIND,INTRA_STATE,,
SS01338,Kawati_Mahakal,Kawati_Mahakal,8.4,8.4,IN_MH,WIND,INTRA_STATE,,
SS01339,Eppodumvendran,Eppodumvendran,30.6,30.6,IN_TN,WIND,INTRA_STATE,,
SS01340,Erichanatham,Erichanatham,40,50,IN_TN,SOLAR,INTRA_STATE,,
SS01341,KPTCL_Chitguppa,KPTCL_Chitguppa,5,5.5,IN_KA,SOLAR,INTRA_STATE,,
SS01343,Thiruchulli_Aadhavan,Thiruchulli_Aadhavan,50,57.95,IN_TN,SOLAR,INTRA_STATE,,
SS01344,Thiruchulli_Kathiravan,Thiruchulli_Kathiravan,50,60,IN_TN,SOLAR,INTRA_STATE,,
SS01345,Parlachi,Parlachi,15,18,IN_TN,SOLAR,INTRA_STATE,,
SS01346,Puthanampatty,Puthanampatty,10,12.6,IN_TN,SOLAR,INTRA_STATE,,
SS01347,Muthuramalingapuram_Old,Muthuramalingapuram_Old,50,60,IN_TN,SOLAR,INTRA_STATE,,
SS01350,Anaikadavu,Anaikadavu,49.5,49.5,IN_TN,WIND,INTRA_STATE,,
SS01351,Anthiyur,Anthiyur,14.85,14.85,IN_TN,WIND,INTRA_STATE,,
SS01352,Wandhiya_GP,Wandhiya_GP,91.8,91.8,IN_GJ,WIND,INTRA_STATE,0.12,
SS01353,Ghani_Greenko_1,Ghani_Greenko_1,250,405.957,IN_AP,SOLAR,INTRA_STATE,,
SS01354,Ghani_Greenko_2,Ghani_Greenko_2,250,405.957,IN_AP,SOLAR,INTRA_STATE,,
SS01355,Tuljapur_Cleantech,Tuljapur_Cleantech,15,20.8,IN_MH,SOLAR,INTRA_STATE,,
SS01356,Savaragaon,Savaragaon,10,14,IN_MH,SOLAR,INTRA_STATE,,
SS01358,Maniyachi,Maniyachi,252,252,IN_TN,WIND,INTER_STATE,,
SS01359,Rayachoti_AB,Rayachoti_AB,8.75,9.629,IN_AP,SOLAR,INTRA_STATE,,
SS01361,AMARSAGAR_12No_Suzlon_1,AMARSAGAR_12No_Suzlon_1,45.05,45.05,IN_RJ,WIND,INTRA_STATE,,
SS01362,AMARSAGAR_12No_Suzlon_2,AMARSAGAR_12No_Suzlon_2,44.95,44.95,IN_RJ,WIND,INTRA_STATE,,
SS01363,Eluvanampatti,Eluvanampatti,22,30,IN_TN,SOLAR,INTRA_STATE,,
SS01364,Melakothampatti,Melakothampatti,14.18,16.18,IN_TN,SOLAR,INTRA_STATE,,
SS01365,T_Pet,T_Pet,13.73,16.08,IN_TN,SOLAR,INTRA_STATE,,
SS01366,Vannikonendal,Vannikonendal,7,7,IN_TN,WIND,INTRA_STATE,,
SS01367,Sundankurichy,Sundankurichy,20.5,20.5,IN_TN,WIND,INTRA_STATE,,
SS01368,Perungudi,Perungudi,8,8,IN_TN,WIND,INTRA_STATE,,
SS01369,Periyapatti_H,Periyapatti_H,203,228.8,IN_TN,HYBRID,INTRA_STATE,,
SS01370,Vanavad,Vanavad,2.95,3,IN_GJ,SOLAR,INTRA_STATE,0.07,
SS01371,Goonga,Goonga,40,40,IN_RJ,WIND,INTRA_STATE,,
SS01372,Arya_Nagar,Arya_Nagar,5,5.5,IN_HR,SOLAR,INTRA_STATE,,
SS01373,Payagpur,Payagpur,20,28,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01374,Pavagada_Fortum_Solar,Pavagada_Fortum_Solar,250,350.24,IN_KA,SOLAR,INTER_STATE,,
SS01375,Puglur,Puglur,300,300,IN_TN,WIND,INTER_STATE,,
SS01377,Nichapura_Hindustan,Nichapura_Hindustan,22.25,22.25,IN_KA,WIND,INTRA_STATE,,
SS01378,Nichapura_1,Nichapura_1,25,25,IN_KA,WIND,INTRA_STATE,,
SS01379,Nichapura_2,Nichapura_2,25,25,IN_KA,WIND,INTRA_STATE,,
SS01381,GAYA_SOLAR,GAYA_SOLAR,250,375,IN_GJ,SOLAR,INTRA_STATE,0.07,
SS01382,Badisid_Hitech,Badisid_Hitech,3.25,4.2,IN_RJ,SOLAR,INTRA_STATE,,
SS01383,Pavagada_B05,Pavagada_B05,50,70.02225,IN_KA,SOLAR,INTER_STATE,,
SS01384,Pavagada_B09,Pavagada_B09,50,70.03845,IN_KA,SOLAR,INTER_STATE,,
SS01385,Pavagada_B14,Pavagada_B14,50,70.0083,IN_KA,SOLAR,INTER_STATE,,
SS01386,Pavagada_B20,Pavagada_B20,50,70.1289,IN_KA,SOLAR,INTER_STATE,,
SS01387,Pavagada_B40,Pavagada_B40,50,70.0467,IN_KA,SOLAR,INTER_STATE,,
SS01388,Pothanapalli,Pothanapalli,1.5,1.66,IN_AP,SOLAR,INTRA_STATE,,
SS01389,Habsipur,Habsipur,8,9.19,IN_TG,SOLAR,INTRA_STATE,,
SS01390,Narayankhed,Narayankhed,7.5,8.24,IN_TG,SOLAR,INTRA_STATE,,
SS01391,PARAMPUJYA_PAVAGADA_Adani,PARAMPUJYA_PAVAGADA_Adani,150,205.5,IN_KA,SOLAR,INTER_STATE,,
SS01421,Ambheri_Malpani,Ambheri_Malpani,16,16,IN_MH,WIND,INTRA_STATE,,
SS01422,Ambheri_TATA,Ambheri_TATA,32,32,IN_MH,WIND,INTRA_STATE,,
SS01423,Atha_Alote_10,AMPL_10,10,12.09,IN_MP,SOLAR,INTRA_STATE,,
SS01424,Atha_Juwi_20,AMPL_20,20,23.737,IN_MP,SOLAR,INTRA_STATE,,
SS01425,Lalitpur_Refex,Lalitpur_Refex,10,11.53,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01426,Lalitpur_Samavist,Lalitpur_Samavist,10,11.53,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01438,Ankiraddypally_US,Ankiraddypally_US,86.75,86.75,IN_AP,WIND,INTRA_STATE,,
SS01441,Batlagundu_Hppl,Batlagundu_Hppl,99.5,109.45,IN_TN,SOLAR,INTRA_STATE,,
SS01442,Tilhar,Tilhar,10,14,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01443,Savanur,Savanur,20,26.862,IN_KA,SOLAR,INTRA_STATE,,
SS01444,Basavanakatte,Basavanakatte,20,25.41,IN_KA,SOLAR,INTRA_STATE,,
SS01445,Siddipet,Siddipet,50,57.51,IN_TG,SOLAR,INTRA_STATE,,
SS01446,Minpur,Minpur,24.94,28.81,IN_TG,SOLAR,INTRA_STATE,,
SS01447,Panwari_Nirosha,Panwari_Nirosha,30,34.82,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01448,Gadwal_Mytrah,Gadwal_Mytrah,15,17.229,IN_TG,SOLAR,INTRA_STATE,,
SS01449,KPTCL_Hunagund,KPTCL_Hunagund,15,17.027,IN_KA,SOLAR,INTRA_STATE,,
SS01450,Arvapally_Mytrah,Arvapally_Mytrah,7.56,9.492,IN_TG,SOLAR,INTRA_STATE,,
SS01451,KPTCL_Hidkal,KPTCL_Hidkal,15,17.27,IN_KA,SOLAR,INTRA_STATE,,
SS01452,KPTCL_Sindagi,KPTCL_Sindagi,15,17.4,IN_KA,SOLAR,INTRA_STATE,,
SS01453,Tuljapur_Amp,Tuljapur_Amp,62.125,93.5,IN_MH,SOLAR,INTRA_STATE,,
SS01454,Alampur_Mytrah,Alampur_Mytrah,10.789,12.189,IN_TG,SOLAR,INTRA_STATE,,
SS01455,Tuljapur_US,Tuljapur_US,87.125,126.6,IN_MH,SOLAR,INTRA_STATE,0.15,Daily
SS01456,Alfanar,Alfanar,234.6,234.6,IN_GJ,WIND,INTER_STATE,0.15,
SS01457,Chandragiri_NEW,Chandragiri_NEW,249.9,249.9,IN_TN,WIND,INTRA_STATE,,
SS01458,Khanak_Amplus,Khanak_Amplus,50,75,IN_HR,SOLAR,INTRA_STATE,,
SS01459,Bagalkot,Bagalkot,5,5.5,IN_KA,SOLAR,INTRA_STATE,,
SS01460,Gulburga,Gulburga,5,5.5,IN_KA,SOLAR,INTRA_STATE,,
SS01462,Kamareddy,Kamareddy,15,18,IN_TG,SOLAR,INTRA_STATE,,
SS01463,Ramannapet,Ramannapet,15,18,IN_TG,SOLAR,INTRA_STATE,,
SS01464,CLEAN SOLAR_SANTHPUR,Aurad_Santhpur,40,44,IN_KA,SOLAR,INTRA_STATE,,
SS01465,CLEAN SOLAR_PD HALLI,Bellary_PD Halli,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01466,CLEAN SOLAR_DASODI,CN Halli_Dasodi,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01467,CLEAN SOLAR_MUGUR,Chamrajanagar_Muguru,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01468,CLEAN SOLAR_NALWARA,Chittapur_Nalwara,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01469,CLEAN SOLAR_KANAKAGIRI,Gangavathi_Kanakagiri,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01470,HERO FUTURE_RAMPURA,Hiriyur_Rampura,10,11,IN_KA,SOLAR,INTRA_STATE,,
SS01471,CLEAN MANVISOLAR_KAVITAL,Kavithal Solar_Manvi,28.88,37.09,IN_KA,SOLAR,INTRA_STATE,,
SS01472,CLEAN SOLAR_BANDAHALLI,Kollegala_Bandahalli,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01473,CLEAN SOLAR_NITRAHALLI,Korategere_Nitrahalli,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01474,CLEAN SOLAR_KURDICROSS,Kurdi Cross_Kurdicross,50,55,IN_KA,SOLAR,INTRA_STATE,,
SS01475,CLEAN SOLAR_MIDIGESHI,Madhugiri_Midigeshi,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01476,CLEAN SOLAR_MARAGUTTI,Margatti_Margatti,40,44,IN_KA,SOLAR,INTRA_STATE,,
SS01477,CLEAN SOLAR_PD KOTE,PD Kote_PD Kote,30,33,IN_KA,SOLAR,INTRA_STATE,,
SS01478,CLEAN SOLAR_WADGERA,Shahpura_Wadgera,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01479,CLEAN SOLAR_TURVIHAL,Sindhanoor_Thurvial,40,44,IN_KA,SOLAR,INTRA_STATE,,
SS01488,Thadikombu_VP_10,Thadikombu_VP_10,10,12.51,IN_TN,SOLAR,INTRA_STATE,,
SS01489,Thadikombu_VP_5,Thadikombu_VP_5,5,6.25,IN_TN,SOLAR,INTRA_STATE,,
SS01490,Thadikombu_VGP_10,Thadikombu_VGP_10,9.81,12.25,IN_TN,SOLAR,INTRA_STATE,,
SS01491,Thadikombu_PT_5,Thadikombu_PT_5,5,6.25,IN_TN,SOLAR,INTRA_STATE,,
SS01492,Thadikombu_30,Thadikombu_30,29.81,37.26,IN_TN,SOLAR,INTRA_STATE,,
SS01493,GAMESA MANVIWIND_KAVITAL,Kavithal Wind_Manvi,50,50,IN_KA,WIND,INTRA_STATE,,
SS01494,Muthuramalingapuram_Cresent,Muthuramalingapuram_Cresent,15,18,IN_TN,SOLAR,INTRA_STATE,,
SS01495,Panwari_Juwi,Panwari_Juwi,30,37.016,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS01496,Rasingapuram,Rasingapuram,49.5,49.5,IN_TN,WIND,INTRA_STATE,,
SS01497,Thappakundu,Thappakundu,10.5,10.5,IN_TN,WIND,INTRA_STATE,,
SS01498,Kanarpatti,Kanarpatti,14.4,14.4,IN_TN,WIND,INTRA_STATE,,
SS01499,Paruthiyur_Sembcorp,Paruthiyur_Sembcorp,25.5,25.5,IN_TN,WIND,INTRA_STATE,,
SS01500,Rastha_Sembcorp,Rastha_Sembcorp,24,24,IN_TN,WIND,INTRA_STATE,,
SS01501,Sangola_Mitcoin,Sangola_Mitcoin,4.9,5.3,IN_MH,SOLAR,INTRA_STATE,,
SS01502,Sangola_RYB,Sangola_RYB,6.1,6.79,IN_MH,SOLAR,INTRA_STATE,,
SS01503,Panchincholi,Panchincholi,10,11.032,IN_MH,SOLAR,INTRA_STATE,,
SS01504,Lohara,Lohara,100,100,IN_MH,WIND,INTRA_STATE,,
SS01505,Koral,Koral,26,26,IN_MH,WIND,INTRA_STATE,,
SS01506,Chitrakoot_25MW,Chitrakoot_25MW,25,37.53,IN_UP,SOLAR,INTRA_STATE,,
SS01509,Tuticorin_SECI,Tuticorin_SECI,220,220,IN_TN,WIND,INTER_STATE,,
SS01510,CLEAN SOLAR_KABBALLI,Gundlupet_Kabballihi,20,22,IN_KA,SOLAR,INTRA_STATE,,
SS01511,Tagguparthy_ITC_1,Tagguparthy_ITC_1,46,46,IN_AP,WIND,INTRA_STATE,,
SS01512,Kokrale_TATA,Kokrale_TATA,4,4,IN_MH,WIND,INTRA_STATE,,
SS01513,Satara_Road_TATA,Satara_Road_TATA,6,6,IN_MH,WIND,INTRA_STATE,,
SS01514,Wadagere_Matrix,Wadagere_Matrix,8.5,9.34,IN_KA,SOLAR,INTRA_STATE,,
SS01515,Valakamadinni_Matrix,Valakamadinni_Matrix,6.5,7.35,IN_KA,SOLAR,INTRA_STATE,,
SS01517,Urvakonda_Terraform,Urvakonda_Terraform,210,210,IN_AP,WIND,INTRA_STATE,,
SS01518,Singapore_Township,Singapore_Township,5.96,6.56,IN_TG,SOLAR,INTRA_STATE,,
SS01519,BhujVadva_Sembcorp,BhujVadva_Sembcorp,252,252,IN_GJ,WIND,INTER_STATE,0.15,
SS01520,Jaglur_wind_Cleanmax,Jaglur_wind_Cleanmax,99.9,99.9,IN_KA,WIND,INTRA_STATE,,
SS01523,Puttaparty,Puttaparty,25.3,25.3,IN_AP,WIND,INTRA_STATE,,
SS01524,Dhone,Dhone,24,24,IN_AP,WIND,INTRA_STATE,,
SS01525,Kandi_Ecoren,Kandi_Ecoren,79.2,79.2,IN_AP,WIND,INTRA_STATE,,
SS01526,Kandi_PTC,Kandi_PTC,49.3,49.3,IN_AP,WIND,INTRA_STATE,,
SS01527,Karadikonda_PTC,Karadikonda_PTC,49.5,49.5,IN_AP,WIND,INTRA_STATE,,
SS01528,Molagavalli_PTC,Molagavalli_PTC,50,50,IN_AP,WIND,INTRA_STATE,,
SS01529,Animala,Animala,84,84,IN_AP,WIND,INTRA_STATE,,
SS01530,Atmakuru,Atmakuru,10,10,IN_AP,WIND,INTRA_STATE,,
SS01531,Uravakonda_Beluguppa,Uravakonda_Beluguppa,239.4,239.4,IN_AP,WIND,INTRA_STATE,,
SS01532,Bogasamudram,Bogasamudram,10,10,IN_AP,WIND,INTRA_STATE,,
SS01533,Guntakal,Guntakal,39.9,39.9,IN_AP,WIND,INTRA_STATE,,
SS01534,Uravakonda_Ipperu,Uravakonda_Ipperu,100,100,IN_AP,WIND,INTRA_STATE,,
SS01535,Nansuralla_Jutturu,Nansuralla_Jutturu,148.9,148.9,IN_AP,WIND,INTRA_STATE,,
SS01536,Kuderu_Rayalaseema,Kuderu_Rayalaseema,10,10,IN_AP,WIND,INTRA_STATE,,
SS01537,Racherla,Racherla,48.2,48.2,IN_AP,WIND,INTRA_STATE,,
SS01538,Ramagiri_suzlon,Ramagiri_suzlon,18.9,18.9,IN_AP,WIND,INTRA_STATE,,
SS01539,Uravakonda_Nimbagallu,Uravakonda_Nimbagallu,300,300,IN_AP,WIND,INTRA_STATE,,
SS01540,Vajrakarur_US,Vajrakarur_US,268.8,268.8,IN_AP,WIND,INTRA_STATE,,
