SUBSTATION_ID,SUBSTATION_NAME,DISPLAY NAME,CAPACITY,DC CAPACITY,STATE_NAME,ENERGY TYPE,SUBSTATION_TYPE,Band,Tag
SS00181,Kakkeharavu,Kakkeharavu,47.4,47.4,IN_KA,WIND,INTRA_STATE,,
SS00182,Nandanahosor,Nandanahosor,40.73,40.73,IN_KA,WIND,INTRA_STATE,,
SS00184,Bothe,Bothe,199.7,199.7,IN_MH,WIND,INTRA_STATE,,
SS00189,Tagguparthy_1E,Tagguparthy-1E,54,54,IN_AP,WIND,INTRA_STATE,,
SS00190,Tagguparthy_1,Tagguparthy_1,100,100,IN_AP,WIND,INTRA_STATE,,
SS00191,Bap_Kanoria,Bap_Kanoria,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00194,Bap_Jakson,Bap_Jakson_1,10,11.3,IN_RJ,SOLAR,INTRA_STATE,,
SS00195,Bhadrada_JS,Bhadrada_JS,5,6,IN_GJ,SOLAR,INTRA_STATE,0.07,
SS00202,Gujanur,Gujanur,39,39,IN_KA,WIND,INTRA_STATE,,
SS00204,Jogimatli,Jogimatti,31.25,31.25,IN_KA,WIND,INTRA_STATE,,
SS00205,Kallenahalli,Kallenahalli,12.6,12.6,IN_KA,WIND,INTRA_STATE,,
SS00208,Kudurekunda,Kudurekunda,73,73,IN_KA,WIND,INTRA_STATE,,
SS00209,Kundoor,Kundoor,12,12,IN_KA,WIND,INTRA_STATE,,
SS00210,Nichapura,Nichapura,72.25,72.25,IN_KA,WIND,INTRA_STATE,,
SS00211,Nittur_1,Nittur,61.25,61.25,IN_KA,WIND,INTRA_STATE,,
SS00213,KPTCL_Gadag,KPTCL_Gadag,24.15,24.15,IN_KA,WIND,INTRA_STATE,,
SS00214,Harthi,Harthi,238.4,238.4,IN_KA,WIND,INTRA_STATE,,
SS00217,Nerlekunta,Nerlekunta,10,11.005,IN_KA,SOLAR,INTRA_STATE,,
SS00220,Kapeli,Kapeli,10,12,IN_MP,SOLAR,INTRA_STATE,,
SS00221,GULABPURA_GULABPURA,GULABPURA_GULABPURA,5,5.4,IN_RJ,SOLAR,INTRA_STATE,,
SS00222,Bap_Jakson_2,Bap_Jakson_2,10,11.29,IN_RJ,SOLAR,INTRA_STATE,,
SS00224,Dharanahatti,Dharanahatti,50.4,50.4,IN_KA,WIND,INTRA_STATE,,
SS00225,Fortune_five,Fortune_five,165.2,165.2,IN_KA,WIND,INTRA_STATE,,
SS00229,Vyshali,Vyshali,224,224,IN_KA,WIND,INTRA_STATE,,
SS00230,Gonur,Gonur,62.3,62.3,IN_KA,WIND,INTRA_STATE,,
SS00231,Jagular,Jagular,27.65,27.65,IN_KA,WIND,INTRA_STATE,,
SS00232,Tanot,Tanot,120,120,IN_RJ,WIND,INTRA_STATE,,
SS00237,Rayala,Rayala,159.2,159.2,IN_AP,WIND,INTRA_STATE,,
SS00239,Gim_2,Gim_2,73.6,73.6,IN_KA,WIND,INTRA_STATE,,
SS00241,Devas,Devas,22.5,22.5,IN_MP,WIND,INTRA_STATE,,
SS00242,Saipuram,Saipuram,144.5,144.5,IN_AP,WIND,INTRA_STATE,,
SS00244,AGETL,AGETL,216,260,IN_TN,SOLAR,INTRA_STATE,,
SS00245,RSPL,RSPL,72,86.4,IN_TN,SOLAR,INTRA_STATE,,
SS00246,KREL,KREL,72,86.4,IN_TN,SOLAR,INTRA_STATE,,
SS00247,Khanapur_Greenko,Khanapur_Greenko,34,34,IN_MH,WIND,INTRA_STATE,,
SS00249,Achampet_AB,Achampet_AB,5,5.6,IN_TG,SOLAR,INTRA_STATE,,
SS00250,Savalsung,Savalsung,95.2,95.2,IN_KA,WIND,INTRA_STATE,,
SS00253,Maliya,Maliya,40,40,IN_GJ,WIND,INTRA_STATE,0.12,
SS00254,Gurvepalli,Gurvepalli,120,120,IN_AP,WIND,INTRA_STATE,,
SS00255,Bableshwar,Bableshwar,200,200,IN_KA,WIND,INTRA_STATE,,
SS00256,RREL,RREL,72,86.4,IN_TN,SOLAR,INTRA_STATE,,
SS00257,KSPL,KSPL,216,260,IN_TN,SOLAR,INTRA_STATE,,
SS00260,Chikkodi,Chikkodi,47,47,IN_KA,WIND,INTRA_STATE,,
SS00263,GV_Palli,GV_Palli,25.5,25.5,IN_AP,WIND,INTRA_STATE,,
SS00264,KPTCL_Rampur,KPTCL_Rampur,7,7.7,IN_KA,SOLAR,INTRA_STATE,,
SS00265,Venus,Venus,30,33.86,IN_KA,SOLAR,INTRA_STATE,,
SS00266,Diamond,Diamond,30,33.86,IN_KA,SOLAR,INTRA_STATE,,
SS00267,KPTCL_Kundur,KPTCL_Kundur,10,10,IN_KA,WIND,INTRA_STATE,,
SS00268,I_D_Halli,I_D_Halli,26.38,31.14,IN_KA,SOLAR,INTRA_STATE,,
SS00269,KPTCL_Laxmeshwar,KPTCL_Laxmeshwar,16,16,IN_KA,WIND,INTRA_STATE,,
SS00270,Dyavarahalli,Celestial_10,10,11.99,IN_KA,SOLAR,INTRA_STATE,,
SS00272,Kandorana,Kandorana,50.4,50.4,IN_GJ,WIND,INTRA_STATE,0.12,
SS00274,Khiri,Khiri,69.3,69.3,IN_GJ,WIND,INTRA_STATE,0.12,
SS00278,Kariana,Kariana,44,44,IN_GJ,WIND,INTRA_STATE,0.12,
SS00279,Mangoli,Mangoli,46,46,IN_KA,WIND,INTRA_STATE,,
SS00280,VVS,VVS,56.6,56.6,IN_KA,WIND,INTRA_STATE,,
SS00281,Imangala,Imangala,22.35,22.35,IN_KA,WIND,INTRA_STATE,,
SS00282,Katkol,Katkol,20,22.3,IN_KA,SOLAR,INTRA_STATE,,
SS00283,Bellati,Bellati,20,22.3,IN_KA,SOLAR,INTRA_STATE,,
SS00284,AKAL_JAJIYA,AKAL_JAJIYA,230.4,230.4,IN_RJ,WIND,INTRA_STATE,0.15,Daily
SS00287,AKAL_BHU,AKAL_BHU,452.8,452.8,IN_RJ,WIND,INTRA_STATE,0.15,Daily
SS00292,DALOT_33KV_DALOT,DALOT_33KV_DALOT,15,15,IN_RJ,WIND,INTRA_STATE,,
SS00293,Dalot_GI_I,Dalot_GI_I,45,45,IN_RJ,WIND,INTRA_STATE,,
SS00294,Dalot_TATA,Dalot_TATA,21,21,IN_RJ,WIND,INTRA_STATE,,
SS00297,Ramgarh_Tejuva_II,Ramgarh_Tejuva_II,201.6,201.6,IN_RJ,WIND,INTRA_STATE,,
SS00298,AKAL_AKAL,AKAL_AKAL,277.1,277.1,IN_RJ,WIND,INTRA_STATE,0.15,Daily
SS00302,AKAL_MULANA,AKAL_MULANA,102.9,102.9,IN_RJ,WIND,INTRA_STATE,0.15,Daily
SS00306,AMARSAGAR_12No_33KV,AMARSAGAR_12No_33KV,126,126,IN_RJ,WIND,INTRA_STATE,,
SS00307,JAISALMER_4NO_33KV,JAISALMER_4NO_33KV,41.16,41.16,IN_RJ,WIND,INTRA_STATE,,
SS00308,SHEO_SUZLON,SHEO_SUZLON,9.6,9.6,IN_RJ,WIND,INTRA_STATE,0.15,Daily
SS00310,AMRSGR_MADA,AMRSGR_MADA,222,222,IN_RJ,WIND,INTRA_STATE,,
SS00316,Kadlur,Kadlur,12,13.2,IN_KA,SOLAR,INTRA_STATE,,
SS00317,Voora,Voora,10,11,IN_KA,SOLAR,INTRA_STATE,,
SS00318,Thallak,Thaaluk,153.5,189.165,IN_KA,SOLAR,INTRA_STATE,,
SS00319,CK,CK,68.8,68.8,IN_KA,WIND,INTRA_STATE,,
SS00320,EWKRL,EWKRL,20.6,20.6,IN_KA,WIND,INTRA_STATE,,
SS00321,Bannikoppa,Bannikoppa,38.8,38.8,IN_KA,WIND,INTRA_STATE,,
SS00325,Bevoor,Bevoor,10,11.436,IN_KA,SOLAR,INTRA_STATE,,
SS00326,Bevinahalli,Bevinahalli,26.1,30.24,IN_KA,SOLAR,INTRA_STATE,,
SS00327,Dalot,Dalot,7.5,7.5,IN_RJ,WIND,INTRA_STATE,,
SS00328,Debari,Debari,12,14.4,IN_RJ,SOLAR,INTRA_STATE,,
SS00330,Salamgarh,Salamgarh,7.5,7.5,IN_RJ,WIND,INTRA_STATE,,
SS00332,Shorapur,Shorapur,10,14,IN_KA,SOLAR,INTRA_STATE,,
SS00333,Rajeshwar,Rajeshwar,50,73.22,IN_KA,SOLAR,INTRA_STATE,,
SS00334,Jaora_VL,Jaora_VL,14.4,14.4,IN_MP,WIND,INTRA_STATE,,
SS00335,Vaddrevu,Vaddrevu,9,10.575,IN_KA,SOLAR,INTRA_STATE,,
SS00341,Haradanahalli,Haradanahalli,5,5.62,IN_KA,SOLAR,INTRA_STATE,,
SS00343,Ravandur_Periyapattna,Periyapatna,20,28.54,IN_KA,SOLAR,INTRA_STATE,,
SS00344,Kanasar,Kanasar,20,27,IN_RJ,SOLAR,INTRA_STATE,,
SS00347,Bableshwar_HFE,Bableshwar_Piploda,50,50,IN_KA,WIND,INTRA_STATE,,
SS00349,Talakadu,Narasipura,20,25.2,IN_KA,SOLAR,INTRA_STATE,,
SS00351,Amidyala,Amidyala,226.8,226.8,IN_AP,WIND,INTRA_STATE,,
SS00353,KPTCL_Bevoor,KPTCL_Bevoor,5,5.5,IN_KA,SOLAR,INTRA_STATE,,
SS00357,Nallakonda,Nallakonda,50.4,50.4,IN_AP,WIND,INTRA_STATE,,
SS00360,Lumbaniya,Lumbaniya,16.9,20.184,IN_RJ,SOLAR,INTRA_STATE,,
SS00363,Holenarasipura,Holenarasipura,20,25.2,IN_KA,SOLAR,INTRA_STATE,,
SS00364,Malur,Malur,20,25.291,IN_KA,SOLAR,INTRA_STATE,,
SS00365,Durg_CG1,Dhamdha_CG_1,50,74.2,IN_CH,SOLAR,INTRA_STATE,,
SS00366,RANI_RANI,RANI_RANI,28,35,IN_RJ,SOLAR,INTRA_STATE,,
SS00367,Nokha_Daiya,Nokha_Daiya,8.1,9,IN_RJ,SOLAR,INTRA_STATE,,
SS00370,Bemetara_CG2,Dhamdha_CG_2,50,74.33,IN_CH,SOLAR,INTRA_STATE,,
SS00371,Koblavadar,Koblavadar,70,70,IN_GJ,WIND,INTRA_STATE,0.12,
SS00377,Molagavalli_Renew,Molagavalli_Renew,46,46,IN_AP,WIND,INTRA_STATE,,
SS00381,Mayakonda,Mayakonda,20,23.05,IN_KA,SOLAR,INTRA_STATE,,
SS00382,Bableshwar_PTC,Bableshwar_PTC,50,50,IN_KA,WIND,INTRA_STATE,,
SS00383,Bableshwar_Renew,Bableshwar_Renew,90,90,IN_KA,WIND,INTRA_STATE,,
SS00384,Bap_OPG,Bap_OPG,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00385,Tinwari_Swisspark,Tinwari_Swisspark,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00386,Uravakonda,Uravakonda,25.2,25.2,IN_AP,WIND,INTRA_STATE,,
SS00387,Bhadla_Fortum,Bhadla_Fortum,70,87.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00388,POKARAN_2NO_33KV,POKARAN_2NO_33KV,15,17.9,IN_RJ,SOLAR,INTRA_STATE,,
SS00390,Bhadla_roha,Bhadla_roha,25,27.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00392,KSPPL_BBagewadi,Bagewadi_Adani,20,22.8,IN_KA,SOLAR,INTRA_STATE,,
SS00393,Tipatturu,Tiptur,20,25.2,IN_KA,SOLAR,INTRA_STATE,,
SS00394,Santhebachahalli_KR_Pete,Santhebachahalli_KR_Pete,20,25.2,IN_KA,SOLAR,INTRA_STATE,,
SS00395,Byadagi,Byadagi,20,25.26,IN_KA,SOLAR,INTRA_STATE,,
SS00396,Chikkagangavadi,Ramanagara,20,25.24,IN_KA,SOLAR,INTRA_STATE,,
SS00397,Mandewal_Jevargi,Jevargi,20,28.21,IN_KA,SOLAR,INTRA_STATE,,
SS00398,Channapatna,Channapatna,20,25.14,IN_KA,SOLAR,INTRA_STATE,,
SS00399,Gubbi,Gubbi,20,24,IN_KA,SOLAR,INTRA_STATE,,
SS00400,Jiddigere,Jiddigere,10,10,IN_KA,SOLAR,INTRA_STATE,,
SS00401,Bidar,Bidar,10,11.165,IN_KA,SOLAR,INTRA_STATE,,
SS00402,Basavana_Bagewadi,Basavana_Bagewadi,18.4,18.4,IN_KA,WIND,INTRA_STATE,,
SS00407,GAJNER_MAHINDRA_SUSTEN,GAJNER_MAHINDRA_SUSTEN,60,78,IN_RJ,SOLAR,INTRA_STATE,0.15,Daily
SS00414,BADISID_3NO_33KV,BADISID_3NO_33KV,36.65,47.106,IN_RJ,SOLAR,INTRA_STATE,,
SS00415,Gajner_Hinduja,Gajner_Fonroche_Saaras,15,16.76,IN_RJ,SOLAR,INTRA_STATE,,
SS00419,Kallur,Kallur,50,69.54,IN_KA,SOLAR,INTRA_STATE,,
SS00420,BAP_MAHINDRA,BAP_MAHINDRA,55,60,IN_RJ,SOLAR,INTRA_STATE,,
SS00421,Yelburga_juwi,Yelburga_juwi,30,40.493,IN_KA,SOLAR,INTRA_STATE,,
SS00422,Pavagada_F1,Pavagada_B30,50,62.5,IN_KA,SOLAR,INTER_STATE,,
SS00423,Gajner2_Hinduja,Gajner_Fonroche_Raajhans,5,5.54,IN_RJ,SOLAR,INTRA_STATE,,
SS00424,Magadi,Magadi,20,25.2,IN_KA,SOLAR,INTRA_STATE,,
SS00425,Takkalaki_Yatnal,Yatnal,50,73.5,IN_KA,SOLAR,INTRA_STATE,,
SS00426,Sahpur_Yadgir,Rastapur,50,73.9,IN_KA,SOLAR,INTRA_STATE,,
SS00427,Madhuvanahally,Madhuvanahally,100,147,IN_KA,SOLAR,INTRA_STATE,,
SS00429,Santpur_Maskal,Maskal,50,73.59,IN_KA,SOLAR,INTRA_STATE,,
SS00430,Nalwar,Nalwar,40,59.62,IN_KA,SOLAR,INTRA_STATE,,
SS00431,BHAWAD_SNCA,BHAWAD_SNCA,6,6.795,IN_RJ,SOLAR,INTRA_STATE,,
SS00434,Periyapatti,Periyapatti,148,150,IN_TN,WIND,INTRA_STATE,,
SS00438,Red_uepl,Red_uepl,10,10,IN_AP,SOLAR,INTRA_STATE,,
SS00440,Tada,Tada,0.5,0.5,IN_AP,SOLAR,INTRA_STATE,,
SS00444,Odwara_HFE,Devgarh_Pratapgarh,37.5,37.5,IN_RJ,WIND,INTRA_STATE,,
SS00445,PRATAPGARH_DEVGARH,PRATAPGARH_DEVGARH,102,102,IN_RJ,WIND,INTRA_STATE,,
SS00446,Ankiraddypally_WWIL,Ankiraddypally_WWIL,84,84,IN_AP,WIND,INTRA_STATE,,
SS00447,AMARSAGAR_TEMDARI,AMARSAGAR_TEMDARI,130.3,130.3,IN_RJ,WIND,INTRA_STATE,,
SS00450,Konnur,Konnur,20,24.62,IN_KA,SOLAR,INTRA_STATE,,
SS00451,Manpur,Manpur,20,24.49,IN_KA,SOLAR,INTRA_STATE,,
SS00452,Tinwari_SSE,Tinwari_SSE,5,5.749,IN_RJ,SOLAR,INTRA_STATE,,
SS00453,Tinwari_MB,Tinwari_MB,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00454,PS2_GG,PS2_GG,50,50,IN_RJ,SOLAR,INTRA_STATE,,
SS00455,Ingaladalu,Ingaladalu,11.4,11.4,IN_KA,WIND,INTRA_STATE,,
SS00456,Bhadla_Yarrow,Bhadla_Yarrow,70,96.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00457,Bap_GI_II,Bap_GI_II,5,5.44,IN_RJ,SOLAR,INTRA_STATE,,
SS00458,PS2_PS2,PS2_PS2,5,5.7,IN_RJ,SOLAR,INTRA_STATE,,
SS00459,Bhadla_lnb,Bhadla_lnb,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00460,Sanwareej_LNB_I,Sanwareej_LNB_I,10,12.013,IN_RJ,SOLAR,INTRA_STATE,,
SS00461,Sanwareej_LNB_II,Sanwareej_LNB_II,10,11.98,IN_RJ,SOLAR,INTRA_STATE,,
SS00462,Pokhran_LNB,Pokhran_LNB,10,12.27,IN_RJ,SOLAR,INTRA_STATE,,
SS00463,Bap_GI_I,Bap_GI_I,19.2,21,IN_RJ,SOLAR,INTRA_STATE,,
SS00464,Thallak_Amplus,Thallak_Amplus,34,43.485,IN_KA,SOLAR,INTRA_STATE,,
SS00465,Ghani_Adani,Ghani_Adani,50,69.5,IN_AP,SOLAR,INTRA_STATE,,
SS00466,BALI_BALI,BALI_BALI,9.15,10,IN_RJ,SOLAR,INTRA_STATE,,
SS00467,Bap_LEPL,Bap_LEPL,9.52,10,IN_RJ,SOLAR,INTRA_STATE,,
SS00468,Bap_PSEPL,Bap_PSEPL,5,5.6,IN_RJ,SOLAR,INTRA_STATE,,
SS00469,Bhadla_SSUPL_8,Bhadla_SSUPL_8,70,95,IN_RJ,SOLAR,INTRA_STATE,,
SS00470,Bhadla_SSUPL_10,Bhadla_SSUPL_10,70,95,IN_RJ,SOLAR,INTRA_STATE,,
SS00474,Osian_aston,Osian_aston,4.86,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00475,BALOTRA_BALOTRA,BALOTRA_BALOTRA,5,5.4,IN_RJ,SOLAR,INTRA_STATE,,
SS00476,Bhadla_Park_4,Bhadla_Park_4,65,68.25,IN_RJ,SOLAR,INTRA_STATE,,
SS00477,Bhadla_Park_7,Bhadla_Park_7,65,68.25,IN_RJ,SOLAR,INTRA_STATE,,
SS00478,BAP_14NO_33KV,BAP_14NO_33KV,116,122.9,IN_RJ,SOLAR,INTRA_STATE,,
SS00479,POKARAN_POKARAN,POKARAN_POKARAN,85,85,IN_RJ,SOLAR,INTRA_STATE,,
SS00489,PS3_8NO_33KV,PS3_8NO_33KV,69.9,69.9,IN_RJ,SOLAR,INTRA_STATE,,
SS00490,SANWREEJ_SANWREEJ,SANWREEJ_SANWREEJ,40,47.99,IN_RJ,SOLAR,INTRA_STATE,,
SS00492,BHADLA_5No 33KV,BHADLA_5No 33KV,65,65,IN_RJ,SOLAR,INTRA_STATE,,
SS00493,TINWARI_3NO_33KV,TINWARI_3NO_33KV,15,15.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00496,DALOT_KANGARH,DALOT_KANGARH,109.5,109.5,IN_RJ,WIND,INTRA_STATE,,
SS00497,AKAL_DEVIKOT,AKAL_DEVIKOT,74,74,IN_RJ,WIND,INTRA_STATE,,
SS00498,Pokhran_RJ1_PJ,Pokhran_RJ1_PJ,10,10.2,IN_RJ,SOLAR,INTRA_STATE,,
SS00499,Pokhran_RJ2_PJ,Pokhran_RJ2_PJ,10,10.2,IN_RJ,SOLAR,INTRA_STATE,,
SS00500,Pokhran_RJ3_PJ,Pokhran_RJ3_PJ,10,10.2,IN_RJ,SOLAR,INTRA_STATE,,
SS00501,Pokhran_RJ4_RJ,Pokhran_RJ4_RJ,10,10.2,IN_RJ,SOLAR,INTRA_STATE,,
SS00502,Pokhran_RJ5_MH,Pokhran_RJ5_MH,10,10.2,IN_RJ,SOLAR,INTRA_STATE,,
SS00509,OSIAN_2No_33KV,OSIAN_2No_33KV,9.86,10.74,IN_RJ,SOLAR,INTRA_STATE,,
SS00510,Bukkapatna,Bukkapatna,30,34,IN_KA,SOLAR,INTRA_STATE,,
SS00515,Osiyan_Comet,Osiyan_Comet,5,5.74,IN_RJ,SOLAR,INTRA_STATE,,
SS00516,KANASAR_SP_PV,KANASAR_SP_PV,50,62.5,IN_RJ,SOLAR,INTRA_STATE,0.15,Daily
SS00517,KANASAR_2NO_33KV,KANASAR_2NO_33KV,40,40,IN_RJ,SOLAR,INTRA_STATE,0.15,Daily
SS00520,Pokhran_SECI,Pokhran_SECI,30,30.6,IN_RJ,SOLAR,INTRA_STATE,,
SS00521,Pokhran_MSL,Pokhran_MSL,5,5.65,IN_RJ,SOLAR,INTRA_STATE,,
SS00523,RAMGARH_RVUN_GTPP,RAMGARH_RVUN_GTPP,5,5.25,IN_RJ,SOLAR,INTRA_STATE,,
SS00529,NOKHADHAIYA_3No_33KV,NOKHADHAIYA_3No_33KV,15.1,16.513,IN_RJ,SOLAR,INTRA_STATE,,
SS00531,GAJNER_2NO_33KV,GAJNER_2NO_33KV,25,28.138,IN_RJ,SOLAR,INTRA_STATE,,
SS00534,Kukru_Atria,Kukru_Atria,46,50,IN_MP,WIND,INTRA_STATE,,
SS00535,Bhadla_RSE_I,Bhadla_RSE_I,70,87.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00536,Bhadla_RSE_II,Bhadla_RSE_II,70,87.413,IN_RJ,SOLAR,INTRA_STATE,,
SS00537,POKARAN_TODAY GREEN,POKARAN_TODAY GREEN,50,51,IN_RJ,SOLAR,INTRA_STATE,,
SS00539,Ittagi,Ittagi,48,60,IN_KA,SOLAR,INTRA_STATE,,
SS00540,Saunshi,Saunshi,10,11,IN_KA,SOLAR,INTRA_STATE,,
SS00543,Hiriyur_HPPL,Hiriyur_HPPL,30,36,IN_KA,SOLAR,INTRA_STATE,,
SS00544,NALLA_CHERUVU,NALLA_CHERUVU,5,5,IN_AP,SOLAR,INTRA_STATE,,
SS00546,Madiyal,Madiyal,60,60,IN_KA,WIND,INTRA_STATE,,
SS00547,Lingasugur,Lingasugur,60,60,IN_KA,WIND,INTRA_STATE,,
SS00551,Tarana,VIVAAN_SOLAR_I_33_TARANA,11,13.16,IN_MP,SOLAR,INTRA_STATE,,
SS00552,Avani,Avani,20,22.3,IN_KA,SOLAR,INTRA_STATE,,
SS00553,Yelburga_Vivaan,Yelburga_Vivaan,10,12,IN_KA,SOLAR,INTRA_STATE,,
SS00555,Vajarmatti,Vajarmatti,100,135,IN_KA,SOLAR,INTRA_STATE,,
SS00556,Bagewadi_Atria,Bagewadi_Atria,118.8,118.8,IN_KA,WIND,INTRA_STATE,,
SS00557,Pavagada_F2,Pavagada_B31,50,62.5,IN_KA,SOLAR,INTER_STATE,,
SS00558,Pavagada_1,Pavagada_A1,50,70.27,IN_KA,SOLAR,INTER_STATE,,
SS00559,Pavagada_3,Pavagada_A3,50,66.94,IN_KA,SOLAR,INTER_STATE,,
SS00560,Madhugiri,Madhugiri,30,42,IN_KA,SOLAR,INTRA_STATE,,
SS00561,Kustagi,Kustagi,296.1,296.1,IN_KA,WIND,INTRA_STATE,,
SS00562,KPTCL_Alabala,KPTCL_Alabala,40,56,IN_KA,SOLAR,INTRA_STATE,,
SS00563,Chadchan,Chadchan,23.8,28,IN_KA,SOLAR,INTRA_STATE,,
SS00564,Bennehalli,Bennehalli,14,15.065,IN_KA,SOLAR,INTRA_STATE,,
SS00565,Nokha_Amplus,Nokha_Amplus,5,5.263,IN_RJ,SOLAR,INTRA_STATE,,
SS00566,Nokha_UP,Nokha_UP,2,2.1,IN_RJ,SOLAR,INTRA_STATE,,
SS00567,Bhadla_Adithya,Bhadla_Adithya,20,22,IN_RJ,SOLAR,INTRA_STATE,,
SS00568,Bhadla_Sun,Bhadla_Sun,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00569,Bhadla_Star,Bhadla_Star,5,5.5,IN_RJ,SOLAR,INTRA_STATE,,
SS00570,PS3_Lexicon,PS3_Lexicon,10,11.32,IN_RJ,SOLAR,INTRA_STATE,,
SS00571,PS3_Symphony,PS3_Symphony,10,11.32,IN_RJ,SOLAR,INTRA_STATE,,
SS00572,PS3_Viney,PS3_Viney,1,1,IN_RJ,SOLAR,INTRA_STATE,,
SS00573,PS3_JK,PS3_JK,6,6.91,IN_RJ,SOLAR,INTRA_STATE,,
SS00574,PS3_Cepco,PS3_Cepco,5,5.6,IN_RJ,SOLAR,INTRA_STATE,,
SS00575,PS3_Aman,PS3_Aman,1,1,IN_RJ,SOLAR,INTRA_STATE,,
SS00576,Badi_SECI,Badi_SECI,10,11.55,IN_RJ,SOLAR,INTRA_STATE,,
SS00577,Badi_Aalok,Badi_Aalok,10,13.753,IN_RJ,SOLAR,INTRA_STATE,,
SS00578,Badi_Abha,Badi_Abha,10,13.753,IN_RJ,SOLAR,INTRA_STATE,,
SS00579,Gajner_BMD,Gajner_BMD,5,5.838,IN_RJ,SOLAR,INTRA_STATE,,
SS00580,Pokhran_DDE,Pokhran_DDE,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00581,Pokhran_EM,Pokhran_EM,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00582,Pokhran_FAE,Pokhran_FAE,5,5.59,IN_RJ,SOLAR,INTRA_STATE,,
SS00583,Pokhran_Khaya,Pokhran_Khaya,5,5.54,IN_RJ,SOLAR,INTRA_STATE,,
SS00584,Pokhran_Newton,Pokhran_Newton,5,5,IN_RJ,SOLAR,INTRA_STATE,,
SS00585,Pokhran_SOPL,Pokhran_SOPL,5,5.61,IN_RJ,SOLAR,INTRA_STATE,,
SS00586,Pokhran_VSPPL,Pokhran_VSPPL,5,5.55,IN_RJ,SOLAR,INTRA_STATE,,
SS00587,Pavagada_Renew,Pavagada_Renew,50,75,IN_KA,SOLAR,INTER_STATE,,
SS00588,Alabala_Wise,Alabala_Wise,25,35,IN_KA,SOLAR,INTRA_STATE,,
SS00589,Alabala_Amp,Alabala_Amp,15,21,IN_KA,SOLAR,INTRA_STATE,,
SS00590,KPTCL_Hanuur,KPTCL_Hanuur,30,38.9,IN_KA,SOLAR,INTRA_STATE,,
SS00591,Tadavalg,Tadavalg,10,11,IN_KA,SOLAR,INTRA_STATE,,
SS00592,Takalaki,KN_Bijapura,20,24.96,IN_KA,SOLAR,INTRA_STATE,,
SS00593,Sindagi,Sindagi,5,6.22,IN_KA,SOLAR,INTRA_STATE,,
SS00594,Muddebihal,Muddebihal,20,24.085,IN_KA,SOLAR,INTRA_STATE,,
SS00595,Atharga,KN_Indi,20,24.949,IN_KA,SOLAR,INTRA_STATE,,
SS00596,KHINWSAR_KHINWSAR,KHINWSAR_KHINWSAR,4.8,4.95,IN_RJ,SOLAR,INTRA_STATE,,
SS00597,Kakrani_DCR,Kakrani_DCR,50,65.45,IN_TG,SOLAR,INTRA_STATE,,
SS00598,Kakrani_open,Kakrani_open,50,65,IN_TG,SOLAR,INTRA_STATE,,
SS00599,Mahoba_Adani,Mahoba_Adani,50,70.45,IN_UP,SOLAR,INTRA_STATE,0.15,Daily
SS00600,PDPL_1,PDPL_1,50,56.21,IN_PB,SOLAR,INTRA_STATE,,
SS00601,PDPL_2,PDPL_2,50,56.62,IN_PB,SOLAR,INTRA_STATE,,
SS00602,Pavagada_2,Pavagada_A2,50,70.22,IN_KA,SOLAR,INTER_STATE,,
SS00603,Bhadla_Park_5,Bhadla_Park_5,65,68.25,IN_RJ,SOLAR,INTRA_STATE,,
SS00604,Bhadla_Park_6,Bhadla_Park_6,65,68.25,IN_RJ,SOLAR,INTRA_STATE,,
SS00611,Doddaballapura,Doddaballapura,30,36,IN_KA,SOLAR,INTRA_STATE,,
SS00612,Kadodiya,VIVAAN_SOLAR_I_33_MAKDON,12.98,15.57,IN_MP,SOLAR,INTRA_STATE,,
SS00613,Kadodiya_II,VIVAAN_SOLAR_II_33_MAKDON,12.5,15,IN_MP,SOLAR,INTRA_STATE,,
SS00614,Kadodiya_III,VIVAAN_SOLAR_III_33_MAKDON,14,16.8,IN_MP,SOLAR,INTRA_STATE,,
SS00615,Alkapura_Bommasandra,Alkapura_Bommasandra,20,22.879,IN_KA,SOLAR,INTRA_STATE,,
SS00616,Shindi,Shindi,40,46.67,IN_KA,SOLAR,INTRA_STATE,,
SS00617,Mathod,AREPL,20,24,IN_KA,SOLAR,INTRA_STATE,,
SS00618,Ganj_Basoda,Ganj_Basoda,9,10,IN_MP,SOLAR,INTRA_STATE,,
SS00619,PD_Halli,PD_Halli,48,70,IN_KA,SOLAR,INTRA_STATE,,
SS00620,Sedam,Sedam,100,145,IN_KA,SOLAR,INTRA_STATE,,
